Brand,Device,Manufacturer,Model Name,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions,Install base,User-perceived ANR rate,User-perceived crash rate,Excessive battery usage (watch face)
Acer,Acer_One_7_4G,Acer,Acer One 7 4G,2026MB,Tablet,Mediatek MT6735,ARM Mali T720 (450 MHz),800x1280,213,armeabi;armeabi-v7a,27,3.1,0,0.00%,0.00%,0.00%
Anyreal,T2-AR,Anyreal,T2-AR,4045MB,Tablet,Spreadtrum T606,ARM Mali G57 (650 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,36,3.2,0,0.00%,0.00%,0.00%
samsung,c5pltechn,Samsung,Galaxy C5,2824MB,Phone,Qualcomm MSM8952,Qualcomm Adreno 405 (550 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
Lenovo,B8080,Lenovo,B8080,1988MB,Tablet,Qualcomm MSM8228,Qualcomm Adreno 305 (400 MHz),1200x1920,240,armeabi;armeabi-v7a,19,3.0,0,0.00%,0.00%,0.00%
Lava,LE000Z93P,Lava,LE000Z93P,2960MB,Phone,Mediatek MT6765G,Imagination Tech PowerVR GE8320 (680 MHz),720x1600,280,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Itel,S31,Itel,S31,1005MB,Phone,Mediatek MT6580M,,720x1280,320,armeabi;armeabi-v7a,23,2.0,0,0.00%,0.00%,0.00%
EVERCOSS,M55C,Evercoss,M55C,1890MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),480x960,240,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
BLU,Studio_Mega,Blu,Studio Mega,937MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0,0,0.00%,0.00%,0.00%
ARCHOS,ACT101FHD4G,Archos,SPACT101FHD4G,6031MB,Tablet,Spreadtrum T606,ARM Mali G57 (650 MHz),1200x1920,320,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
ProDVX,rk3399_Android11,ProDVX,APPC-10SLBe,4025MB,Tablet,Rockchip RK3399,ARM Mali T860 (600 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Letv,le_x2,Leeco,Le Max2,3960MB,Phone,Qualcomm MSM8996,Qualcomm Adreno 530 (653 MHz),1440x2560,560,arm64-v8a;armeabi;armeabi-v7a,23,3.1,0,0.00%,0.00%,0.00%
DOOGEE,S80,Doogee,S80,6090MB,Phone,Mediatek MT6763T,2x ARM Mali G71 (770 MHz),1080x2160,480,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
samsung,f22,Samsung,Galaxy F22,3895-6002MB,Phone,Mediatek MT6769T,ARM Mali G52 (950 MHz),720x1600,300,arm64-v8a;armeabi;armeabi-v7a,31;33,3.2,0,0.00%,0.00%,0.00%
Aconatic,bangbae,Aconatic,ACONATIC,1415MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,2.0,0,0.00%,0.00%,0.00%
bq,chaozulite,bq,Aquaris U lite,1975MB,Phone,Qualcomm MSM8917,Qualcomm Adreno 308 (400 MHz),720x1280,320,armeabi;armeabi-v7a,25,3.0,0,0.00%,0.00%,0.00%
Condor,TFX714L,Condor,TFX714L,964MB,Tablet,Mediatek MT8735M,,600x1024,160,arm64-v8a;armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
nubia,NX651J,ZTE,nubia Play,7816MB,Phone,Qualcomm SM7250,Qualcomm Adreno 620 (625 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Lenovo,A2016b31,Lenovo,A2016b31,980MB,Phone,Mediatek MT6735M,ARM Mali T720 (450 MHz),480x854,240,armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
BLU,S0730WW,Blu,S91 Pro,3976MB,Phone,Mediatek MT6757V,ARM Mali T880 (900 MHz),1080x2248,480,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
OPPO,OP4E9F,Oppo,PEXM00,7755MB,Phone,Qualcomm SM7250,Qualcomm Adreno 620 (625 MHz),1080x2400,480,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Verizon,hltevzw,Samsung,Galaxy Note3,2971MB,Phone,Qualcomm MSM8974,Qualcomm Adreno 330 (450 MHz),1080x1920,480,armeabi;armeabi-v7a,21,3.0,0,0.00%,0.00%,0.00%
MLAB,9593,MLAB,9593,3932MB,Tablet,Allwinner A537,ARM Mali G57 (600 MHz),800x1280,160,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
SATCO,Y-20,SATCO,SATCO_Y-20,4040MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
HUAWEI,HWMRD-M,Huawei,华为畅享 9e,2935MB,Phone,Mediatek MT6765,Imagination Tech PowerVR GE8320 (680 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
Sony,SGP351,Sony,Xperia Tablet Z,1880MB,Tablet,Qualcomm APQ8064,Qualcomm Adreno 320 (400 MHz),1200x1920,240,armeabi;armeabi-v7a,22,3.0,0,0.00%,0.00%,0.00%
HIKVISION,DS_D5C65RB_A,HIKVISION,DS_D5C75RB_A,8281MB,Phone,Rockchip RK3588,4x ARM Mali G610 (1000 MHz),2160x3840,640,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
lge,vu3,LGE,VU3,1942MB,Phone,Qualcomm MSM8974,Qualcomm Adreno 330 (450 MHz),960x1280,320,armeabi;armeabi-v7a,19,3.0,0,0.00%,0.00%,0.00%
ZTE,P725A12,ZTE,ZTE Axon 11 5G,7811MB,Phone,Qualcomm SM7250,Qualcomm Adreno 620 (625 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
EKO,mountbaker,EKO,EKO,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
samsung,arubaslim,Samsung,Galaxy Core,883MB,Phone,Qualcomm MSM8225,Qualcomm Adreno 203 (300 MHz),480x800,240,armeabi;armeabi-v7a,16,2.0,0,0.00%,0.00%,0.00%
ZTE,ailsa_ii,ZTE,ZTE A2017G,3953MB,Phone,Qualcomm MSM8996,Qualcomm Adreno 530 (653 MHz),1440x2560,640,arm64-v8a;armeabi;armeabi-v7a,26,3.2,0,0.00%,0.00%,0.00%
motorola,sorap,Motorola,moto g75 5G,7734-7856MB,Phone,Qualcomm SM6450,Qualcomm Adreno 619 (565 MHz),1080x2388,400,arm64-v8a;armeabi;armeabi-v7a,34;35;36,3.2,0,0.00%,0.00%,0.00%
LOGIC,T4G,Logic Mobility, T4G ,918MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),320x385,160,armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
MiTAC,chiron_pro,MiTAC,N635,3766MB,Tablet,Qualcomm SDM450,Qualcomm Adreno 506 (600 MHz),600x1024,160,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
AGM,AGM_Glory_G1,AGM Mobile,AGM Glory G1  ,7849MB,Phone,Qualcomm SM4350,Qualcomm Adreno 619 (650 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
positivo,S511,Positivo,Twist 2018,971MB,Phone,Spreadtrum SC7731C,ARM Mali 400 (512 MHz),480x854,240,armeabi;armeabi-v7a,24,2.0,0,0.00%,0.00%,0.00%
samsung,fresh7bl,Samsung,Galaxy Watch7,1949MB,Wearable,Samsung S5E5535,2x ARM Mali G68 (702 MHz),480x480,340,armeabi;armeabi-v7a,34;36,3.2,0,0.00%,0.00%,0.00%
DIGMA,CS8205PG,Digma,CS8205PG,948MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,240,armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
Infinix,Infinix-X665B,Infinix,HOT 12i,2950-4006MB,Phone,Mediatek MT6761V/WBB,Imagination Tech PowerVR GE8300 (660 MHz),720x1612,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Movitel,M8424,Movitel,M8424,1004MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),480x800,240,armeabi;armeabi-v7a,29,2.0,0,0.00%,0.00%,0.00%
AIWA,AWPP101AW,Aiwa,AWPP101AW,3950MB,Tablet,Allwinner A523,ARM Mali G57 (650 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Onkyo,Gravity_128,Onkyo,DP-CMX1,3003MB,Phone,Qualcomm MSM8956,Qualcomm Adreno 510 (600 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,3.1,0,0.00%,0.00%,0.00%
coolpad,K17,Coolpad,C35,3932MB,Phone,Mediatek MT6769,ARM Mali G52 (820 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
mobulaa,K6,MOBULAA,K6,1979MB,Phone,Mediatek MT6739WA,Imagination Tech PowerVR GE8100 (450 MHz),720x1600,320,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
Nokia,DV6068H_Nokia,Nokia,DVN2KA01,1029MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0,0,0.00%,0.00%,0.00%
WALTON,Primo_F8,Walton,Primo F8,1011MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),480x854,240,armeabi;armeabi-v7a,24,2.0,0,0.00%,0.00%,0.00%
PCBOX,PCB-T106,PCBOX,PCB-T106,3971MB,Tablet,Allwinner A523,ARM Mali G57 (650 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Symphony,G10plus,Symphony,G10plus,893MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1280,320,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
samsung,crownqltecs,Samsung,Galaxy Note9,5847MB,Phone,Qualcomm SDM845,Qualcomm Adreno 630 (650 MHz),1440x2960,420,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
OPPO,OP5DC1L1,Oppo,Find N5,15841MB,Tablet,QTI SM8750,Qualcomm Adreno 830 (1100 MHz),2248x2480,520,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
TCL,Pop35,TCT (Alcatel),5065N,948MB,Phone,Qualcomm MSM8909,Qualcomm Adreno 304 (400 MHz),480x854,213,armeabi;armeabi-v7a,22,3.0,0,0.00%,0.00%,0.00%
samsung,m20lte,Samsung,Galaxy M20,2862-3923MB,Phone,Samsung Exynos 7904,ARM Mali G71 (845 MHz),1080x2340,420,arm64-v8a;armeabi;armeabi-v7a,28;29,3.2,0,0.00%,0.00%,0.00%
Hatch,Hatch_102S,SUPERSONIC,SC-9810,3942MB,Tablet,Rockchip RK3368a,Imagination Tech PowerVR G6110 (576 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Blackview,BV9800Pro,Blackview,BV9800Pro,6039MB,Phone,Mediatek MT6771T,3x ARM Mali G72 (900 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
STYLO,S49_ECO,Stylo,S49 ECO,1006MB,Phone,Mediatek MT6580M,,396x880,240,armeabi;armeabi-v7a,27,2.0,0,0.00%,0.00%,0.00%
MEDION,lifetab_p891x,Medion,LIFETAB P891X,1978MB,Tablet,Intel Z3735F,,1200x1920,240,armeabi;armeabi-v7a;x86,21,3.1,0,0.00%,0.00%,0.00%
Honor,hnCHE-H,Huawei,荣耀畅玩4X,1948MB,Phone,HiSilicon Hi6220,ARM Mali 450 (533 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,2.0,0,0.00%,0.00%,0.00%
Qubo,T104_64GB,QUBO,T104_64GB,3982MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
IKU,A10s,IkuMobile,A10s,2017MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),720x1600,320,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
PRITOM,L10_T13,Pritom,L10_T13,4012MB,Tablet,Spreadtrum T606,ARM Mali G57 (650 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
HOTWAV,Hyper_7S,Hotwav,Hyper 7S,3606MB,Phone,Spreadtrum T765,2x ARM Mali G57 (850 MHz),720x1612,320,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
Ulefone,Ulefone_Tab_A7,Ulefone,Ulefone Tab A7,4053MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),1200x1920,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
OPPO,OP61BDL1,Oppo,Find X9 Ultra,15760MB,Phone,QTI SM8850,Qualcomm Adreno 840 (1200 MHz),1440x3168,640,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
LNMBBS,L80_US,LNMBBS,L80_US,4002MB,Tablet,Spreadtrum T310,Imagination Tech PowerVR GE8300 (800 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
aiwa,JA4-TBA1101,Aiwa,JA4-TBA1101,3875MB,Tablet,Mediatek MT6769,ARM Mali G52 (820 MHz),1200x2000,240,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Hisense,HLTE233E_11,Hisense,Hisense V50,3870MB,Phone,Spreadtrum T610,2x ARM Mali G52 (614 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
lge,y30dsf,LGE,LG Joy,436MB,Phone,Qualcomm MSM8210,Qualcomm Adreno 302 (400 MHz),480x800,240,armeabi;armeabi-v7a,19,3.0,0,0.00%,0.00%,0.00%
motorola,lyriq,Motorola,motorola edge 40,7817MB,Phone,Mediatek MT6891Z/CZA,9x ARM Mali G77 (805 MHz),1080x2400,400,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
MANTRA,MFSTABIV,Mantra,MFSTABIV,1980MB,Tablet,Mediatek MT8765A,Imagination Tech PowerVR GE8100 (570 MHz),600x1024,160,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
PUNOS,PTX1022G,Punos,Punos X10,2071MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),800x1280,160,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
Multilaser,M10A_3G,Multilaser,M10A_3G,2023MB,Tablet,Mediatek MT8321,,800x1280,160,armeabi;armeabi-v7a,28,2.0,0,0.00%,0.00%,0.00%
ATT,U705AA,AT&T,U705AA,2929MB,Phone,Mediatek MT6762,Imagination Tech PowerVR GE8320 (650 MHz),720x1600,300,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
bq,zangya_sprout,bq,Aquaris X2,2879MB,Phone,Qualcomm SDM636,Qualcomm Adreno 509 (370 MHz),1080x2160,420,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Alldocube,iPlay60_Pro,Alldocube,iPlay60_Pro,5983MB,Tablet,Mediatek MT8781V/CA,2x ARM Mali G57 (1000 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
UMIDIGI,Note_100_5G,Umidigi,UMIDIGI Note 100 5G,7819MB,Phone,Spreadtrum T765,2x ARM Mali G57 (850 MHz),720x1600,480,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
samsung,j1xlteaio,Samsung,Galaxy J1,935MB,Phone,Samsung Exynos 3475,ARM Mali T720 (600 MHz),480x800,240,armeabi;armeabi-v7a,23,3.1,0,0.00%,0.00%,0.00%
Maxwest,MX-GG128WW,Maxwest,GRAVITY_G64,4000MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Nokia,SDT,Nokia,Nokia G310 5G,3641MB,Phone,Qualcomm SM4350,Qualcomm Adreno 619 (650 MHz),720x1612,280,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
SHARP,gilmore,Sharp,HU8500,3876MB,TV,Mediatek MT9689,2x ARM Mali G52 (550 MHz),2160x3840,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Singtel_TV,f561,Singtel TV,VIP7702,4144MB,TV,Broadcom BCM72174,,1080x1920,320,armeabi;armeabi-v7a,34,3.1,0,0.00%,0.00%,0.00%
SKYEGG,K16_US,SKYEGG,K16_US,8589MB,Tablet,Allwinner A537,ARM Mali G57 (600 MHz),800x1280,160,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
Acer,AS10L,Acer,AS10L,3988MB,Tablet,Spreadtrum T310,Imagination Tech PowerVR GE8300 (800 MHz),800x1280,180,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
OPPO,OP5EC7L1,Oppo,Reno13 F 5G,7754-11960MB,Phone,Qualcomm SM6450,Qualcomm Adreno 619 (565 MHz),1080x2400,480,arm64-v8a,35;36,3.2,0,0.00%,0.00%,0.00%
panasonic,fz_a2a,Panasonic,FZ-A2A,4029MB,Tablet,Intel Z8000,,1200x1920,213,arm64-v8a;armeabi;armeabi-v7a;x86;x86_64,23,3.1,0,0.00%,0.00%,0.00%
HANASIS,BLAZE,HANASIS,BLAZE,8300MB,Tablet,Rockchip RK3576,3x ARM Mali G52 (950 MHz),1080x1920,160,arm64-v8a,34,3.2,0,0.00%,0.00%,0.00%
Alcatel,HONG_KONG,TCT (Alcatel),Alcatel 1S,2950MB,Phone,Mediatek MT6762d,,720x1600,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
HiKING,A44,Hiking,A44,6070MB,Phone,Mediatek MT6765,Imagination Tech PowerVR GE8320 (680 MHz),1080x2400,480,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
FIGI,Note_7_Pro,Figi,Note_7_Pro,4053MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
SANSUI,marina,Sansui,Apollo Premium4K TV,1813-1947MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30;34,3.2,0,0.00%,0.00%,0.00%
PHILCO,PHILCO_TP7A6,Philco,PHILCO_TP7A6,1028MB,Tablet,Allwinner A50,2x ARM Mali 400 (600 MHz),600x1024,160,armeabi;armeabi-v7a,29,2.0,0,0.00%,0.00%,0.00%
Strong,YDA,Strong,Leap-S3,2013MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
VIVIMAGE,VIVIMAGE_A10,VIVIMAGE,VIVIMAGE_A10,2024MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,180,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Panasonic,ELUGA_Ray_Max,Panasonic,Eluga Ray Max,2824MB,Phone,Qualcomm MSM8937,Qualcomm Adreno 505 (450 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
OPPO,OP61C7L1,Oppo,A6c,5849MB,Phone,QTI SM6225,Qualcomm Adreno 610 (1115 MHz),720x1570,320,arm64-v8a;armeabi;armeabi-v7a,36,3.2,0,0.00%,0.00%,0.00%
Infinix,Infinix-X6815C,Infinix,ZERO 5G 2023,7934MB,Phone,Mediatek MT6877V/ZA,4x ARM Mali G68 (900 MHz),1080x2460,480,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
SUAAT,S11_V_US,SUAAT,S11_V_US,3086MB,Tablet,Rockchip RK3562,ARM Mali G52 (900 MHz),800x1340,213,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
DIGMA,PS1135MG,Digma,DIGMA Plane 1523 3G PS1135MG,1000MB,Tablet,Mediatek MT8321,,800x1280,160,armeabi;armeabi-v7a,24,2.0,0,0.00%,0.00%,0.00%
WIKO,P4901AC,Wiko,TOMMY,942MB,Phone,Qualcomm MSM8909,Qualcomm Adreno 304 (400 MHz),720x1280,320,armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
Revrica,Uko108T,Revrica,Uko108T,2996MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
onn,YOC,onn.,onn. 4K Streaming Box,2010MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),720x1280,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
G-Tab,X_PRO_AI,G-Tab,X_PRO_AI,8091MB,Phone,Mediatek MT6769,ARM Mali G52 (820 MHz),720x1576,320,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
Togocel,S63,Togocel,S63,2998MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1600,320,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
HOTWAV,A16_Pro_Max,Hotwav,A16 Pro Max,2971MB,Phone,Asr ASR8662,ARM Mali G310 (819 MHz),720x1600,320,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
hudl,ht7s3,Tesco,Hudl HT7S3,1073MB,Tablet,Rockchip RK3188,ARM Mali 400 (533 MHz),900x1440,240,armeabi;armeabi-v7a,17,2.0,0,0.00%,0.00%,0.00%
BPL,osaka,BPL,Smart TV,1477-1483MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30;34,3.2,0,0.00%,0.00%,0.00%
Tech_Pad,X11,Techpad,X11,3937MB,Phone,Spreadtrum T606,ARM Mali G57 (650 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Ekron,DE-T414,Ekron,DE-T414,6027MB,Tablet,Mediatek MT8786V/CT,2x ARM Mali G52 (950 MHz),1200x1920,320,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
Symphony,R30,Symphony,R30,940MB,Phone,Mediatek MT6580,ARM Mali 400 (500 MHz),720x1280,320,armeabi;armeabi-v7a,24,2.0,0,0.00%,0.00%,0.00%
google,frankel,Google,Pixel 10,11740-12125MB,Phone,Google Tensor G5,Imagination Tech DXT 48-1536 (1300 MHz),1080x2424,420,arm64-v8a,36;37,3.2,0,0.00%,0.00%,0.00%
google,meridian_lte,Google,Pixel Watch 4,1829MB,Wearable,Qualcomm SW5100,Qualcomm Adreno 702 (1000 MHz),426x426,320,armeabi;armeabi-v7a,37,3.1,0,0.00%,0.00%,0.00%
WYBOR,mountbaker,KTCtv,WYBOR,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
ESLEY,mountbaker,KTCtv,ESLEY,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
docomo,SO-01F,Sony,Xperia Z1,1777MB,Phone,Qualcomm MSM8974,Qualcomm Adreno 330 (450 MHz),1080x1920,480,armeabi;armeabi-v7a,19,3.0,0,0.00%,0.00%,0.00%
Teclast,T40_Pro_W_EEA,Teclast,T40_Pro_W_EEA,8277MB,Tablet,Mediatek MT8183,ARM Mali G72 (800 MHz),1200x2000,260,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
UMIDIGI,BISON_X10S,Umidigi,BISON X10S EEA,3975MB,Phone,Spreadtrum T310,Imagination Tech PowerVR GE8300 (800 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
sencor,10_1Q205,sencor,10_1Q205,2054MB,Tablet,Rockchip RK3326,ARM Mali G31 (500 MHz),800x1280,213,armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
ONIDA,lasalle,ONIDA,ONIDA 2K Android TV,1073MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
WestgateResorts,T803,Westgate Resorts,T803,2061MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),800x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
OPPO,OP5267,Oppo,A96 5G,7778MB,Phone,QTI SM6375,Qualcomm Adreno 619 (840 MHz),1080x2400,480,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
HOTWAV,W10,Hotwav,W10,4018MB,Phone,Mediatek MT6771,3x ARM Mali G72 (800 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
3ATech,T10-8128,3ATech,T10-8128,8172MB,Tablet,Spreadtrum T616,ARM Mali G57 (750 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,36,3.2,0,0.00%,0.00%,0.00%
vivo,V2504,vivo,T4 Ultra,7697-11879MB,Phone,Mediatek MT6989,12x ARM Immortalis G720 (1300 MHz),1260x2800,420,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
Bmobile,Bmobile_B70Pro,BMobile, B70Pro ,2012MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),720x1600,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
TECNO,TECNO-LG8n,Tecno,TECNO POVA 4 Pro,8073MB,Phone,Mediatek MT6785V/WV,ARM Mali G76 (720 MHz),1080x2400,480,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
realme,RMX3197,realme,realme C25s,3921-3970MB,Phone,Mediatek MT6769,ARM Mali G52 (820 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,30;31;33,3.2,0,0.00%,0.00%,0.00%
